id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Private_room,Entire_home/apt
5097,40.8362,-73.94033,1,3,0.05,2,314,1,0
5098,40.7997,-73.97073,1,6,0.58,1,12,1,0
5099,40.67302,-73.94815,3,10,0.93,1,12,1,0
5100,40.80193,-73.97038,2,18,0.38,2,0,0,1
5101,40.68891,-73.9548,5,0,0.0,2,0,1,0
5102,40.62391,-73.96146,1,0,0.0,1,0,1,0
5103,40.76243,-73.99901,1,3,0.74,2,82,1,0
5104,40.71416,-73.99161,1,0,0.0,1,0,1,0
5105,40.76274,-73.99320999999998,30,3,0.25,20,289,0,1
5106,40681.0,-73.94707,3,5,0.5,1,66,0,1
5107,40.81993,-73.94768,5,1,0.19,1,0,1,0
5108,40.73989,-73.99863,4,1,0.05,1,0,0,1
5109,40.77478,-73.97986,30,5,0.26,1,0,0,1
5110,40.71374,-73.98907,3,10,0.62,3,361,1,0
5111,40.67835,-73.98209,5,2,0.11,1,0,0,1
5112,40.68069000000001,-73.97706,2,130,1.09,6,347,1,0
5113,40.6979,-73.94126,1,0,0.0,1,0,0,1
5114,40.65292,-73.95229,5,2,1.07,5,159,1,0
5115,40.82632,-73.95168000000002,4,2,0.04,1,0,0,1
5116,40.70993,-73987.0,14,6,0.25,28,201,0,0
5117,40.74823,-73.90352,2,10,4.23,1,62,0,1
5118,40.71239,-73.90517,6,0,0.0,1,0,0,1
5119,40.70508,-73.93763,5,0,0.0,1,20,0,1
5120,40.69416,-73.95522,2,13,0.96,34,308,1,0
5121,40.68831,-73.9393,1,10,3.57,1,206,0,1
5122,40.73578,-73.98706,2,79,2.12,4,243,1,0
5123,40.67163,-73.88898,1,51,3.81,1,107,0,1
5124,40.64513,-73.94944,2,0,0.0,1,365,1,0
5125,40.81237,-73.95985,1,39,1.56,1,13,1,0
5126,40.76084,-73.98366999999998,30,16,0.25,5,171,0,1
5127,40.80021,-73.94142,4,137,2.13,2,233,0,1
5128,40.67776,-73.92754000000002,4,17,0.53,1,0,0,0
5129,40.71617,-73.95395,4,0,0.0,1,0,0,1
5130,40.73533,-74.00378,30,10,0.39,39,241,0,1
5131,40.66701,-73.98703,3,24,0.33,3,28,1,0
5132,40.73608,-74.00039,1,7,0.14,1,0,0,1
5133,40.82876,-73.94538,8,20,0.97,1,26,1,0
5134,40.66426,-73.94758,2,18,0.42,1,0,0,1
5135,40.75861,-73.96359,30,0,0.0,232,149,0,1
5136,40.68662,-73.9479,2,23,3.47,1,75,0,1
5137,40.72316,-73.98703,1,35,4.39,1,0,1,0
5138,40.80399,-73.94665,250,91,1.47,1,138,1,0
5139,40.78271,-73.9454,3,2,0.09,1,0,0,1
5140,40.7842,-73.95105,1,0,0.0,1,0,0,1
5141,40.65232,-73.96208,2,11,0.68,1,0,1,0
5142,40.72608,-73.98798000000002,1,1,0.03,2,0,0,0
5143,40677.0,-73.95923,30,0,0.0,1,88,1,0
5144,40.83207,-73.92068,2,0,0.0,1,326,1,0
5145,40.66733,-73.88348,1,209,6.35,1,86,0,1
5146,40.74252,-73.8899,3,21,1.27,2,111,1,0
5147,40.80397,-73.93499,29,4,0.18,2,66,1,0
5148,40.64762,-74.08681999999997,3,3,1.76,1,232,0,1
5149,40.70518,-74.00881,1,1,0.09,1,0,1,0
5150,40.76996,-73.98550999999998,30,0,0.0,33,300,0,1
5151,40.66732,-73.77813,1,6,0.45,3,365,1,0
5152,40.72306,-73.93675999999998,1,36,1.55,5,180,1,0
5153,40.7077,-73.93855,5,2,0.32,1,25,1,0
5154,40.69641,-73.9252,3,19,0.56,1,363,1,0
5155,40.66648,-73.91375,2,40,4.15,1,223,0,1
5156,40.7234,-73.99967,3,3,0.16,1,0,0,1
5157,40.68778,-73.92484,5,1,0.02,1,0,1,0
5158,40.75242,-73.97112,3,0,0.0,1,0,1,0
5159,40.81645,-73.94483000000002,5,47,0.9,1,89,1,0
5160,40.80564,-73.94198,2,15,5.29,2,292,1,0
5161,40.6421,-73.98170999999998,2,14,0.6,4,180,1,0
5162,40.64431,-74.01261,1,7,0.75,4,32,1,0
5163,40.70103,-73.91018000000003,2,9,3.1,1,53,1,0
5164,40.68351,-73.88448000000002,2,14,1.48,2,180,0,1
5165,40.76407,-73.83051999999998,1,4,0.2,2,179,1,0
5166,40.77518,-73.9491,30,1,0.3,232,235,0,1
5167,40.78905,-73.96748000000002,8,3,0.06,1,0,0,1
5168,40.67034,-73.92777,2,31,1.63,1,45,0,1
5169,40.71466,-73.98676,1,0,0.0,1,323,1,0
5170,40.74701,-73.89395,1,8,4.44,1,157,0,1
5171,40.79203,-73.96967,7,9,0.19,1,19,0,1
5172,40.69216,-73.97455,30,0,0.0,1,64,1,0
5173,40.82348,-73.94581,30,5,0.24,8,202,1,0
5174,40.8403,-73.93833000000002,1,6,0.13,3,64,1,0
5175,40.71194000000001,-73.9668,2,30,3.53,3,43,1,0
5176,40.73919,-73.92004,30,2,0.21,103,233,1,0
5177,40.75927,-73.9092,1,94,2.91,2,0,1,0
5178,40.75331,-73.92454000000002,7,4,0.85,1,35,0,1
5179,40.76147,-73.92549,3,0,0.0,2,0,0,1
5180,40.76237,-73.98442,1,0,0.0,15,359,1,0
5181,40.72777,-73.99005,5,26,0.58,1,0,0,1
5182,40.76302,-73.98833,3,55,1.23,1,46,0,1
5183,40.82545,-73.95295,3,10,0.71,1,8,1,0
5184,40.68381,-73.94346,3,41,1.2,1,30,0,1
5185,40.67657,-73.91145999999998,30,0,0.0,1,312,0,1
5186,40.73954000000001,-73.98185,2,2,0.26,1,45,1,0
5187,40.80521,-73.95213000000003,31,3,0.08,1,0,0,1
5188,40.80707,-73.94884,3,66,1.62,1,286,0,1
5189,40.84034000000001,-73.83006999999998,1,116,4.09,1,5,0,0
5190,40.8224,-73.94358000000003,3,9,0.11,1,329,1,0
5191,40.88634,-73.83431,3,19,1.55,3,166,1,0
5192,40.63994,-73.9516,1,4,0.48,1,179,1,0
5193,40.71248,-73.94859,3,1,0.22,1,0,1,0
5194,40.72088,-73.97825,4,2,0.09,1,0,0,1
5195,40.71591,-73.96039,5,1,0.04,3,0,0,1
5196,40.67592,-73.92341,2,2,2.0,3,158,1,0
5197,40.80024,-73.96826,7,2,0.09,1,0,1,0
5198,40.66736,-73.98546,60,0,0.0,1,342,1,0
5199,40.71432,-73.99866,12,0,0.0,1,0,0,1
5200,40.72185,-73.98451,2,1,0.57,1,0,0,1
5201,40.61391,-73.99128,2,2,0.22,2,365,1,0
5202,40.68379,-73.98313,3,2,0.05,1,0,0,1
5203,40.71339,-73.93896,2,34,1.84,3,272,0,1
5204,40.80708,-73.95211,3,10,0.28,1,332,1,0
5205,40.82867,-73.94561,1,28,2.78,2,5,1,0
5206,40.68612,-73.95806,15,2,0.85,11,189,1,0
5207,40.75145,-73.97010999999998,30,0,0.0,33,365,0,1
5208,40.73138,-73.99002,1,0,0.0,1,0,0,1
5209,40.70873,-73.95219,1,107,2.17,1,0,1,0
5210,40.7135,-73.99121,1,318,9.39,1,51,1,0
5211,40.88214,-73.90847,3,1,0.07,1,311,0,1
5212,40.81806,-73.95374,1,49,1.3,2,0,0,1
5213,40.81934,-73.95668,2,0,0.0,1,0,1,0
5214,40.71693,-73.99075,1,3,2.43,1,157,0,1
5215,40.71657,-73.96512,15,0,0.0,1,0,0,1
5216,40.65044,-73.97296,2,3,0.12,1,0,1,0
5217,40.76703,-73.95957,3,3,0.46,1,188,0,1
5218,40.74517,-73.87496,1,75,1.87,8,106,1,0
5219,40.74047,-73.98931999999998,1,0,0.0,1,0,0,1
5220,40.63012,-74.13512,31,0,0.0,3,0,0,1
5221,40.84347,-73.93406,1,8,0.23,1,0,0,1
5222,40.75031,-73.99336,1,0,0.0,1,364,0,1
5223,40.82439,-73.94014,1,4,0.15,1,0,1,0
5224,40.71443,-73.9527,2,0,0.0,1,81,0,1
5225,40.6924,-73.94825,20,0,0.0,1,0,1,0
5226,40.70301,-73.92551999999998,2,0,0.0,5,358,1,0
5227,40.79283,-73975.0,3,6,1.28,1,0,0,1
5228,40.6947,-73.93481,4,100,2.34,6,113,1,0
5229,40.68425,-73.92503,2,5,4.29,3,257,1,0
5230,40.73219,-73.95776,1,16,0.34,1,0,1,0
5231,40.63723,-73.90854,1,104,2.86,1,97,0,1
5232,40.62951,-74.02319,7,0,0.0,1,126,0,1
5233,40.70475,-73.93522,2,16,1.99,1,136,0,1
5234,40.7404,-74.00497,3,2,0.23,2,0,1,0
5235,40.70279,-73.90601,30,4,0.48,8,248,1,0
5236,40.67463,-73.91811,8,5,0.21,1,2,1,0
5237,40.70716,-74.01155,5,0,0.0,1,0,0,1
5238,40.77742,-73.94686999999998,7,1,0.11,2,33,1,0
5239,40.84531,-73.93583000000002,7,9,0.14,1,0,1,0
5240,40.72492,-73.99495999999998,10,1,0.79,1,18,0,1
5241,40.76636,-73.98574,1,1,0.46,1,156,1,0
5242,40.75055,-73.99237,3,4,4.0,1,313,0,1
5243,40.75283,-73.92915,2,97,1.44,3,359,1,0
5244,40.76037,-73.9917,1,63,5.71,12,267,1,0
5245,40.68457,-73.92914,2,8,1.09,1,75,0,1
5246,40685.0,-73.92022,3,5,0.14,1,359,1,0
5247,40.68087,-73.97870999999998,2,2,0.31,1,1,0,1
5248,40.69012,-73.97251999999997,2,5,0.16,1,18,0,1
5249,40.70705,-73.94976,5,1,0.07,1,0,1,0
5250,40.7192,-73.98431,2,3,0.08,1,0,1,0
5251,40.75574,-73.99723,2,16,1.26,1,12,1,0
5252,40.70922,-73.91017,1,12,6.1,2,264,1,0
5253,40.75694,-73.9308,2,21,1.73,5,90,0,1
5254,40.71623,-73.9579,3,4,0.09,1,0,0,1
5255,40.77606,-73.95421999999998,30,5,0.34,5,342,0,1
5256,40.68592,-73.98181,1,7,0.43,1,129,0,1
5257,40.66008,-73.92121999999998,2,5,2.5,1,304,1,0
5258,40.68286,-73.97134,1,1,0.05,1,0,1,0
5259,40.80991,-73.94596999999997,3,16,0.59,1,333,1,0
5260,40.65092,-73.9632,3,2,0.61,1,31,0,1
5261,40.69528,-73.93079,1,208,4.14,4,197,0,1
5262,40.67881,-73.96888,2,8,0.83,1,0,0,1
5263,40.68412,-73.96951,7,3,0.42,1,250,1,0
5264,40.74172,-73.98343,4,63,3.17,1,238,0,1
5265,40.76177,-73.91359,2,47,0.81,2,0,0,1
5266,40.71434,-73.78805,1,18,1.78,2,166,0,1
5267,40.74891,-73.99573000000002,2,8,1.59,1,274,0,1
5268,40.68581,-73.84642,1,8,0.11,2,364,0,0
5269,40.73082,-73.86796,2,68,4.02,1,54,0,1
5270,40.69097,-73.92166,7,0,0.0,1,365,1,0
5271,40.63801,-73.89845,3,7,0.31,3,363,0,1
5272,40.6838,-73.95161,2,25,2.29,7,349,1,0
5273,40.75941,-73.98794000000002,1,7,0.87,1,9,1,0
5274,40.68966,-73.92945999999998,3,5,0.95,4,161,1,0
5275,40.78469000000001,-73.9738,2,119,2.78,1,258,0,1
5276,40.74229,-73.9959,29,0,0.0,327,365,0,1
5277,40.78098,-73.9467,2,58,2.96,1,0,0,1
5278,40.68715,-73.96433,3,4,0.09,1,0,0,1
5279,40.71335,-73.93956999999997,3,14,0.3,1,31,0,1
5280,40.77317,-73.98729,30,0,0.0,1,117,0,1
5281,40.72973,-74.00166,2,2,2.0,1,177,0,1
5282,40.76419,-73.98053,1,5,0.15,1,361,0,1
5283,40.81274000000001,-73.94357,3,0,0.0,1,199,1,0
5284,40.71987,-73.99729,5,19,0.67,1,89,0,0
5285,40.64844,-73.96214,5,2,0.08,1,0,1,0
5286,40.77078,-73.98344,1,0,0.0,1,0,0,1
5287,40.76538,-73.91168,1,2,0.23,1,359,1,0
5288,40.69214,-73.95217,3,10,3.66,2,349,0,1
5289,40.67735,-73.99706,7,17,0.58,1,0,0,1
5290,40.68773,-73.98778,5,9,0.68,1,6,0,1
5291,40.68358,-73.91775,3,11,1.69,2,26,0,1
5292,40.80877,-73.94456,30,12,0.28,2,194,0,1
5293,40.69025,-73.9303,5,1,0.03,1,0,1,0
5294,40.6363,-73.95168000000002,3,0,0.0,5,0,1,0
5295,40.73618,-73.9833,2,47,2.15,1,89,0,1
5296,40.79324,-73.94513,2,4,0.08,1,0,0,1
5297,40.7046,-73.90215,30,0,0.0,6,358,0,0
5298,40.66197,-73.98907,1,14,0.38,1,0,0,1
5299,40.72291,-73.9945,3,6,0.14,1,0,0,1
5300,40.73092000000001,-73.98146,30,16,2.47,5,164,0,1
5301,40.69307,-73.95254,3,1,0.04,1,0,1,0
5302,40.69187,-73.91464,7,0,0.0,3,204,0,1
5303,40.79631,-73.96152,3,118,1.61,1,0,1,0
5304,40.79266,-73.9474,1,0,0.0,1,81,1,0
5305,40.82279000000001,-73.95215999999998,2,2,0.09,1,0,1,0
5306,40.70709,-74.01241,2,0,0.0,327,355,0,1
5307,40.64582,-73.97898,10,0,0.0,1,52,1,0
5308,40.65766,-73.99919,3,73,2.39,1,131,0,1
5309,40.68719,-73.97776999999998,1,0,0.0,1,0,0,1
5310,40.83175,-73.94691999999998,4,0,0.0,1,7,1,0
5311,40.68412,-73.9501,2,3,0.48,2,0,1,0
5312,40.74576,-73.98146,2,150,3.32,1,0,1,0
5313,40.72449,-73.98384,14,0,0.0,1,19,0,1
5314,40.67489000000001,-73.91405,2,190,3.67,3,287,0,1
5315,40.67804,-73.86761,2,1,1.0,2,348,1,0
5316,40.70018,-73.92586,1,1,0.02,1,0,0,1
5317,40.73616,-73.95510999999998,3,0,0.0,1,0,1,0
5318,40.75194000000001,-74.00468000000002,30,0,0.0,1,0,0,1
5319,40.76042,-73.99021,3,0,0.0,1,0,0,1
5320,40.6613,-73.96193000000002,1,70,1.79,2,0,1,0
5321,40.72885,-73.98103,7,11,0.39,1,0,0,1
5322,40.66453,-73.97912,3,62,1.46,1,213,0,1
5323,40.68623,-73.98956,29,7,0.19,2,312,0,1
5324,40.7605,-73.99189,30,1,0.05,12,310,0,1
5325,40.7484,-73.94651,2,113,2.6,4,63,1,0
5326,40.7048,-73.83384000000002,3,0,0.0,1,0,0,1
5327,40.70772,-74.01489000000002,1,1,0.6,4,365,1,0
5328,40.69551,-73.94565,3,21,2.7,1,73,1,0
5329,40.74321,-73.98474,7,1,0.03,1,0,0,1
5330,40.80993,-73.92613,2,57,1.17,2,284,0,1
5331,40.72408,-73.98297,1,202,8.16,1,217,0,1
5332,40.75075,-73.9752,2,8,0.32,1,0,0,1
5333,40.79517,-73.97555,30,5,0.21,1,271,0,1
5334,40.72503,-73.98546,1,1,1.0,1,11,0,1
5335,40.78484,-73.97707,3,78,1.95,1,17,0,1
5336,40.75558,-73.83343,1,73,2.3,1,343,1,0
5337,40.7189,-73.99627,5,0,0.0,1,27,0,1
5338,40.77121,-73.92846999999998,7,1,0.03,1,0,0,1
5339,40.76051,-73.99183000000002,2,12,0.42,1,0,0,1
5340,40.6969,-73.93435,2,46,0.94,3,256,1,0
5341,40.71707,-73.95982,3,46,2.88,3,0,1,0
5342,40.72226,-73.99616,30,3,0.2,1,0,0,1
5343,40.81322,-73.91696,5,7,1.08,4,321,1,0
5344,40.7751,-73.95294,3,2,0.32,1,23,1,0
5345,40.76684,-73.96203,1,31,1.12,1,0,0,1
5346,40.6849,-73.91811,3,30,1.88,1,122,0,1
5347,40.74891,-73.97589,30,2,0.09,50,365,0,1
5348,40.74409,-73.91122,2,270,2.95,2,306,1,0
5349,40.64524,-74.08326,4,129,2.57,2,25,0,1
5350,40.74147,-73.99908,4,0,0.0,1,0,1,0
5351,40.65737,-73.94606999999998,1,11,0.36,1,361,1,0
5352,40.72459,-73.9462,1,13,1.04,1,0,0,1
5353,40.6892,-73.97474,3,92,2.57,1,130,1,0
5354,40.69029000000001,-73.91899000000002,1,25,0.66,1,155,0,0
5355,40.73399000000001,-74.00357,1,54,4.82,8,2,0,1
5356,40.7474,-73.98685,1,4,0.27,17,216,0,1
5357,40.73703,-73.92179,30,0,0.0,103,245,1,0
5358,40.71919000000001,-73.99654,60,1,0.39,1,37,0,1
5359,40.67963,-73.9375,3,156,2.36,2,230,0,1
5360,40.85129000000001,-73.92954,3,12,3.91,1,313,0,1
5361,40.76352,-73.92489,3,0,0.0,2,0,1,0
5362,40.77608,-73.94364,30,0,0.0,49,325,0,1
5363,40.74035,-74.00615,3,6,0.09,1,70,0,1
5364,40.75508,-73.96379,30,0,0.0,14,343,0,1
5365,40.78707,-73.9769,2,0,0.0,1,0,0,1
5366,40.70955,-73.95085,4,17,0.29,1,4,0,1
5367,40.79366,-73.94059,1,4,0.11,1,0,0,1
5368,40.77008,-73.92,2,0,0.0,1,66,1,0
5369,40.64405,-73.99125,2,0,0.0,3,171,1,0
5370,40.7684,-73.91762,1,1,0.03,1,0,1,0
5371,40.67619000000001,-73.9532,5,6,0.25,1,0,0,1
5372,40.69806,-73.94544,1,9,3.8,6,105,1,0
5373,40.75343,-73.97313,3,0,0.0,1,0,0,1
5374,40.72706,-73.98583,1,0,0.0,1,0,1,0
5375,40.76242,-73.99481999999998,2,3,0.13,1,0,0,1
5376,40.68106,-73.9292,3,29,1.57,1,118,1,0
5377,40.74228,-73.90049,30,0,0.0,103,215,1,0
5378,40.7777,-73.98796,1,1,0.02,1,0,0,1
5379,40.73189,-73.9947,14,26,0.59,1,147,0,1
5380,40.73743,-73.98652,2,76,1.68,1,12,0,1
5381,40.76496,-73.95801,1,0,0.0,1,0,1,0
5382,40.82227,-73.94878,4,4,0.07,1,33,0,1
5383,40.65408,-73.87883000000002,4,40,0.46,1,273,0,1
5384,40.76435,-73.99298,1,8,0.7,1,30,1,0
5385,40.6686,-73.93037,3,193,3.61,1,344,0,1
5386,40.7874,-73.97381,10,2,0.06,1,36,0,1
5387,40.71622,-73.94273000000003,14,54,1.61,2,86,1,0
5388,40.68568,-73.95237,3,1,0.05,1,0,1,0
5389,40.66741,-73.92974,2,27,2.13,1,347,0,1
5390,40.75978,-73.97159,30,48,3.27,1,325,0,1
5391,40.68792,-73.97319,21,12,0.22,1,22,0,1
5392,40.76011,-73.98828,1,0,0.0,1,0,0,1
5393,40.72211,-73.80908000000002,1,0,0.0,1,0,1,0
5394,40.74356,-73.91685,30,3,0.09,2,357,0,1
5395,40.68193,-73.93569000000002,3,11,1.25,1,105,0,1
5396,40.69795,-73.92161999999998,1,2,0.04,1,0,1,0
5397,40.68413,-73.92693,3,207,3.04,1,237,0,1
5398,40.71572000000001,-73.78204000000002,1,0,0.0,1,330,0,1
5399,40.6559,-73.95852,4,58,3.8,1,78,0,1
5400,40.79386,-73.97223000000002,1,111,3.51,1,42,1,0
5401,40.86323,-73.84638000000002,2,81,2.07,4,342,0,1
5402,40.73339,-73.95271,1,2,2.0,1,229,0,1
5403,40.78173,-73.94621,1,0,0.0,1,0,1,0
5404,40.73902,-73.99143000000002,3,0,0.0,1,0,0,1
5405,40.69811,-73.93051,3,1,0.02,1,0,1,0
5406,40.69783,-73.9301,14,3,0.21,2,64,1,0
5407,40.68957,-73.97449,2,31,2.27,1,95,0,1
5408,40.76482,-73.97965,1,2,0.13,1,0,1,0
5409,40.74485,-73.97388000000002,1,5,2.94,1,62,0,1
5410,40.6576,-73.94609,2,131,3.06,1,273,0,1
5411,40.75546,-73.96454,30,0,0.0,49,245,0,1
5412,40.81541,-73.94149,5,12,0.25,1,0,0,1
5413,40.83653,-73.94277,3,0,0.0,3,0,0,1
5414,40.87275,-73.87978000000003,5,0,0.0,1,180,1,0
5415,40.57844,-73.95822,1,0,0.0,1,0,0,1
5416,40.73095,-74.00242,1,1,0.02,1,0,0,1
5417,40.74111,-73.97951,30,4,0.09,52,325,0,1
5418,40.75341,-73.97116,7,0,0.0,1,0,0,1
5419,40.69107,-73.95878,6,8,1.1,2,144,1,0
5420,40.72726,-73.98037,2,3,0.1,1,0,1,0
5421,40.75034,-73.9878,30,0,0.0,96,311,0,1
5422,40.76009000000001,-73.88271,1,15,5.62,4,1,1,0
5423,40.72841,-73.98231,2,10,0.18,1,0,0,1
5424,40.86565,-73.92486,2,3,0.42,1,19,1,0
5425,40.79507,-73.97568000000003,1,7,0.09,2,365,0,1
5426,40.82967,-73.93956999999997,1,63,3.28,3,51,1,0
5427,40.76479000000001,-73.98841999999998,1,88,3.76,2,0,1,0
5428,40.67414,-73.95368,1,22,0.96,3,339,1,0
5429,40.75794000000001,-73.96959,8,12,0.44,1,0,0,1
5430,40.68583,-73.96434,2,0,0.0,2,0,1,0
5431,40.73943,-73.98532,1,14,2.98,3,0,1,0
5432,40.70586,-74.00875,1,3,0.12,1,0,1,0
5433,40.68541,-73.96728,6,108,1.73,1,336,1,0
5434,40.76142,-73.98629,29,0,0.0,327,349,0,1
5435,40.71322,-73.9648,3,88,2.68,1,267,0,1
5436,40.79831,-73.93961,1,1,0.02,1,0,1,0
5437,40.69305,-73.90398,2,116,1.55,1,365,0,1
5438,40.83713,-73.94827,3,0,0.0,1,87,1,0
5439,40.77841,-73.98028000000002,1,4,0.11,1,0,1,0
5440,40.72205,-74.00121,4,5,0.64,1,31,0,1
5441,40.74141,-73.92688000000003,7,2,0.4,1,0,1,0
5442,40.72699,-73.9581,2,16,0.57,1,302,0,1
5443,40.75697,-73.91847,3,39,0.89,1,331,0,1
5444,40.72242,-73.98262,2,9,0.16,2,0,1,0
5445,40.72835,-73.98503000000002,5,22,0.62,1,68,0,1
5446,40.80165,-73.96287,2,158,1.91,3,324,0,0
5447,40.80822,-73.94264,2,18,0.42,1,29,0,1
5448,40.67828,-73.92965,3,130,2.0,3,220,1,0
5449,40.84901,-73.93859,12,1,0.03,1,0,0,1
5450,40.75966,-73.99277,1,0,0.0,2,83,0,1
5451,40.69264,-73.94551,2,5,1.61,1,0,0,1
5452,40.66005,-73.99204,4,123,3.61,1,101,0,1
5453,40.7413,-73.98145,30,35,5.0,1,253,0,1
5454,40.81249,-73.94175,4,0,0.0,2,365,1,0
5455,40.73254,-74.00466999999998,2,48,0.9,1,78,1,0
5456,40.76534,-73.9894,5,31,1.2,1,54,1,0
5457,40.68909,-73.99083,13,1,0.04,1,0,0,1
5458,40.76898,-73.98453,4,0,0.0,1,0,1,0
5459,40.60913,-73.95254,1,1,0.03,1,0,1,0
5460,40.68108,-73.99381,2,0,0.0,1,0,0,1
5461,40.72835,-73.86108,1,78,3.51,1,343,0,1
5462,40.75058,-73.97746,30,0,0.0,4,364,0,1
5463,40.69016,-73.9274,2,4,0.16,2,0,1,0
5464,40.7786,-73.95028,6,2,1.36,1,9,0,1
5465,40.87223,-73.84335,3,206,4.98,2,144,0,1
5466,40.67936,-73.91375,2,30,2.77,1,69,0,1
5467,40.71908,-73.98379,2,40,2.51,1,1,0,1
5468,40.72931,-73.98222,2,9,0.22,1,0,0,1
5469,40.66999000000001,-73.94735,2,2,0.04,1,364,1,0
5470,40.75731,-73.98479,60,140,2.81,5,283,1,0
5471,40.70926,-73.95036999999998,2,0,0.0,1,0,1,0
5472,40.5908,-73.94693000000002,2,2,2.0,1,250,1,0
5473,40.68328,-73.9379,2,1,0.03,1,0,1,0
5474,40.67859,-73.89936,2,31,2.59,1,99,0,1
5475,40.69847,-73.92478,3,7,4.38,1,359,0,1
5476,40.6787,-73.99857,5,79,1.72,1,271,0,1
5477,40.70717,-73.94622,3,7,0.93,3,363,0,1
5478,40.73291,-74.00916,4,2,0.15,1,66,0,1
5479,40.72104,-73.96034,2,75,1.5,1,339,0,1
5480,40.75947,-73.99195999999998,2,17,3.59,1,16,1,0
5481,40.75546,-73.96762,1,1,0.02,1,0,0,1
5482,40.70761,-74.00513000000002,29,0,0.0,96,38,0,1
5483,40.72394,-73.98872,2,3,0.08,1,0,0,1
5484,40.75985,-73.88294,1,8,2.58,4,210,1,0
5485,40.88493,-73.8618,3,205,5.39,1,140,0,1
5486,40.71429000000001,-73.85088,3,15,0.41,4,0,1,0
5487,40.67627,-73.90795,1,57,7.57,5,199,1,0
5488,40.76436,-73.99153000000003,1,20,6.82,9,348,0,0
5489,40.68719,-73.95298000000003,3,2,0.11,2,0,1,0
5490,40.80874,-73.94167,30,3,0.27,4,0,0,1
5491,40.75648,-73.93389,3,48,4.15,1,209,0,1
5492,40.75686,-73.83279,1,33,2.36,4,49,1,0
5493,40.71118,-73.9151,1,2,0.06,1,0,1,0
5494,40.79995,-73.96139000000002,30,0,0.0,32,83,1,0
5495,40.68316,-73.9287,2,12,5.54,3,349,1,0
5496,40.85598,-73.90052,3,2,0.06,1,0,1,0
5497,40.64004,-73.94933,1,43,1.26,2,266,1,0
5498,40.67929,-73.8847,1,23,1.14,1,74,1,0
5499,40.75421,-73.86435,1,96,2.06,3,339,1,0
5500,40.6721,-73.96159,10,0,0.0,1,0,1,0
5501,40.67822,-73.95883,5,14,0.29,1,0,0,1
5502,40.6602,-73.96246,3,5,0.11,1,0,1,0
5503,40.73707,-74.00524,1,1,0.02,1,0,1,0
5504,40.72538,-73.89284,2,27,2.69,2,317,0,1
5505,40.72005,-73.98649,30,35,0.61,1,286,0,1
5506,40.76219,-73.91963,1,229,4.65,3,89,0,1
5507,40.77478,-73.95486,30,0,0.0,232,127,0,1
5508,40.76507,-73.98393,5,1,0.03,1,0,0,1
5509,40.70787,-73.94974,3,13,1.83,1,0,0,1
5510,40.71571,-73.95813000000003,1,115,1.63,3,359,1,0
5511,40.8004,-73.95645,1,85,1.15,1,301,1,0
5512,40.86222,-73.93052,1,1,0.07,3,0,1,0
5513,40.7439,-73.91409,1,1,0.81,3,302,1,0
5514,40.76406,-73.98868,45,6,0.21,12,267,0,1
5515,40.6929,-73.86378,1,10,10.0,8,273,1,0
5516,40.69019,-73.91384000000002,1,194,7.66,2,7,1,0
5517,40.70558,-74.01533,2,45,0.76,1,0,0,1
5518,40.72304000000001,-73.97695999999998,1,1,0.02,1,0,0,1
5519,40.74422,-73.97309,29,0,0.0,327,312,0,1
5520,40.71609,-73.99204,10,4,0.19,1,0,0,1
5521,40.80582,-73.95355,5,11,0.82,1,0,0,1
5522,40.68115,-73.90999000000002,5,11,0.49,1,0,1,0
5523,40.73842,-73.87609,3,125,1.57,3,208,1,0
5524,40.85753,-73.86605,7,9,0.25,1,364,1,0
5525,40.71214000000001,-73.99568000000002,1,13,5.2,4,153,1,0
5526,40.69217,-73.90396,2,11,2.24,8,345,1,0
5527,40.68063,-73.97334000000002,2,9,1.01,1,0,0,1
5528,40.63333,-74.08389,3,13,0.7,3,176,1,0
5529,40.6583,-73.9514,2,12,2.11,1,79,1,0
5530,40.72683,-73.95905,4,4,0.2,1,3,0,1
5531,40.65631,-73.95535,10,12,0.28,1,343,1,0
5532,40.66001,-73.94664,3,129,3.2,1,237,0,1
5533,40.6702,-73.97885,2,88,1.6,4,0,1,0
5534,40.77566,-73.95065,3,2,0.1,1,0,0,1
5535,40.76101,-73.99431,4,2,0.39,1,0,0,1
5536,40.74549,-73.92465,5,0,0.0,1,0,1,0
5537,40.72749,-73.98674,5,1,0.43,1,249,0,1
5538,40.69334,-73.93849,2,1,0.13,1,0,1,0
5539,40.65198,-74.00763,2,7,0.5,1,0,0,1
5540,40.67072,-73.79534,1,1,0.86,1,281,0,1
5541,40.67116,-73.94293,7,11,0.21,1,0,0,1
5542,40.80319,-73.96676,15,0,0.0,12,153,1,0
5543,40.69604,-73.94504,7,13,0.33,3,227,1,0
5544,40.75634,-73.96519,30,1,0.37,1,108,0,1
5545,40.80313,-73.95742,2,1,0.02,1,0,1,0
5546,40.8003,-73.95223,2,15,0.41,1,0,1,0
5547,40.69128,-73.94311,2,24,2.22,2,360,1,0
5548,40.80891,-73.94247,2,113,3.55,1,297,0,1
5549,40.73377,-74.0057,5,5,0.08,1,0,0,1
5550,40.80797000000001,-73.9489,5,46,0.6,1,343,1,0
