id,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Private_room,Entire_home/apt
19248,40.71773,-73.99812,1,25,1.92,3,323,1,0
19249,40.68446,-74.00142,3,1,1.0,1,13,0,1
19250,40.76112,-73.99075,1,0,0.0,1,0,1,0
19251,40.7128,-73.9605,5,1,0.03,1,0,1,0
19252,40.80747,-73.9603,1,12,0.21,1,0,0,1
19253,40.76756,-73.96856,2,0,0.0,1,3,0,1
19254,40.71014,-73.95871,1,10,0.28,1,0,1,0
19255,40.72829,-73.98451999999997,1,2,0.29,3,0,0,1
19256,40.7229,-73.99574,7,66,0.83,1,142,0,1
19257,40.71909,-73.9865,10,0,0.0,1,0,1,0
19258,40.84399000000001,-73.94228000000003,3,0,0.0,1,0,0,1
19259,40.69224000000001,-73.99638,30,48,0.63,1,0,0,1
19260,40.73968,-73.99746,2,41,3.54,4,316,1,0
19261,40.74603,-73.91412,1,72,2.98,2,129,1,0
19262,40.6711,-73.76508000000003,1,58,1.77,1,0,1,0
19263,40.72079,-73.95640999999998,120,12,0.17,1,306,0,1
19264,40.6766,-73.99855,3,1,0.48,1,178,1,0
19265,40.74012000000001,-74.00537,2,56,4.35,1,21,1,0
19266,40.68957,-73.92659,2,2,1.4,1,334,1,0
19267,40.75562,-73.99736,5,42,0.61,1,80,0,1
19268,40.77055,-73.98613,60,0,0.0,33,290,0,1
19269,40.70113,-73.91385,1,9,0.34,1,0,1,0
19270,40.8356,-73.83369,1,24,8.37,5,247,1,0
19271,40.71534000000001,-73.95692,1,2,2.0,1,71,0,1
19272,40.87896,-73.84978000000002,28,27,0.53,4,338,1,0
19273,40.70063,-73.90474,15,0,0.0,1,0,1,0
19274,40.69927,-73.9107,2,6,2.37,4,163,1,0
19275,40.76217000000001,-73.99105,3,0,0.0,1,0,1,0
19276,40.69625,-73.94856999999998,2,1,0.04,3,138,0,0
19277,40.6336,-74.02884,30,0,0.0,1,335,0,1
19278,40.60954,-73.95966,4,5,0.67,1,82,0,1
19279,40.67998,-73.9452,1,0,0.0,1,0,1,0
19280,40.74377,-73.9024,2,156,4.13,1,263,0,1
19281,40.67737,-73.90935,1,43,4.8,4,52,1,0
19282,40.80761,-73.94249,4,7,0.2,1,128,0,1
19283,40.6247,-74.03094,3,1,0.05,1,363,1,0
19284,40.78012,-73.98439,1,0,0.0,1,146,0,1
19285,40.70355,-73.91803,3,1,0.11,4,0,1,0
19286,40.71701,-73.95685,5,14,0.41,1,0,0,1
19287,40.65901,-73.7356,1,42,5.78,2,87,1,0
19288,40.7651,-73.95812,1,0,0.0,1,0,1,0
19289,40.74667,-73.92361,5,4,0.09,1,0,0,1
19290,40.71859,-73.95598000000003,3,2,0.04,1,0,0,1
19291,40.72251,-73.95103,3,58,4.09,1,70,0,1
19292,40.6868,-73.82896,2,16,0.77,2,42,1,0
19293,40.69306,-73.96813,2,7,0.19,1,310,1,0
19294,40.76341,-73.99306,3,9,3.55,1,6,0,1
19295,40.70695,-73.94913000000003,2,3,0.34,1,0,1,0
19296,40.73351,-74.00454,3,0,0.0,1,0,0,1
19297,40.82924000000001,-73.94783000000002,1,0,0.0,1,0,1,0
19298,40.58656,-73.81565,1,75,2.14,1,56,0,1
19299,40.78802,-73.97253,2,0,0.0,2,38,0,1
19300,40.87277,-73.90268,2,0,0.0,1,47,0,1
19301,40.72216,-73.94255,3,93,2.1,1,0,0,1
19302,40.76979,-73.92019,10,7,0.15,1,0,0,1
19303,40.66933,-73.77818,3,60,1.71,2,0,0,1
19304,40.7787,-73.98406999999997,3,2,0.05,1,0,0,1
19305,40.61679,-73.95521,7,5,0.1,1,251,0,1
19306,40.6886,-73.96197,2,4,0.13,1,10,1,0
19307,40.6779,-73.98459,1,38,2.85,17,337,1,0
19308,40.69149,-73.91291,4,21,0.75,2,189,0,1
19309,40.7441,-73.97683,30,0,0.0,5,213,0,1
19310,40.75572,-73.80790999999998,5,48,2.11,7,139,0,1
19311,40.68732,-73.99096,30,0,0.0,1,105,0,1
19312,40.66248,-73.95407,2,4,2.11,1,27,0,1
19313,40.76898,-73.91606999999998,1,2,0.09,1,0,1,0
19314,40.76333,-73.99141,1,0,0.0,1,207,1,0
19315,40.7033,-73.90812,30,2,0.08,6,365,0,0
19316,40.69642,-73.9243,5,5,0.58,2,3,1,0
19317,40.76204,-73.99143000000002,1,0,0.0,1,0,0,1
19318,40.7203,-73.99548,7,0,0.0,2,0,1,0
19319,40.74897,-73.9968,75,16,0.3,19,234,0,1
19320,40.78517,-73.95678000000002,5,16,0.47,1,364,0,1
19321,40.86553,-73.83993000000002,1,67,1.81,4,11,1,0
19322,40.71941,-73.99706,5,26,0.67,2,160,1,0
19323,40.79876,-73.93763,7,9,1.97,2,8,1,0
19324,40.67915,-73.98156999999998,1,4,0.15,1,20,0,1
19325,40.70573,-73.89873,180,0,0.0,1,266,1,0
19326,40.70835,-73955.0,3,4,0.13,1,0,1,0
19327,40.79469,-73.96687,30,0,0.0,1,310,0,1
19328,40.76204,-73.92267,5,3,0.53,1,52,0,1
19329,40.79863,-73.93795,7,28,0.55,3,363,0,1
19330,40.68902,-73.9156,2,172,3.6,5,136,0,1
19331,40.69912,-73.93508,3,72,2.26,1,179,1,0
19332,40.77226,-73.95983000000003,6,11,0.5,2,67,1,0
19333,40.76375,-73.91060999999998,7,0,0.0,1,222,1,0
19334,40.72824,-73.99517,4,18,1.9,1,85,0,1
19335,40.71271,-73.99776,3,223,2.22,2,60,1,0
19336,40.69132000000001,-73.94205,3,15,0.2,1,365,0,0
19337,40.70599,-73.94816999999998,3,3,3.0,1,195,0,1
19338,40.72719,-73.86671,1,0,0.0,10,131,1,0
19339,40.70689,-73.91526999999998,4,6,0.26,1,0,1,0
19340,40.74466,-73909.0,30,0,0.0,103,244,1,0
19341,40.69096,-73.94613000000003,7,30,0.43,5,216,1,0
19342,40.73418,-73.99887,10,0,0.0,1,0,0,1
19343,40.71872000000001,-73.95949,1,6,3.4,2,16,1,0
19344,40.80413,-73.96415999999998,2,9,1.04,2,154,0,1
19345,40.80756,-73.94855,60,1,0.16,1,227,0,1
19346,40.7186,-73.95427,5,2,0.07,1,0,0,1
19347,40.76386,-73.91001999999997,3,3,0.05,1,342,0,1
19348,40.67825,-73.94068,2,1,0.12,2,0,0,1
19349,40.73967,-73.98040999999998,13,3,0.05,1,166,0,1
19350,40.78528,-73.97111,20,0,0.0,1,0,0,1
19351,40.71009,-73.9575,3,23,0.42,2,280,1,0
19352,40.75424,-73.96311999999998,30,0,0.0,65,364,0,1
19353,40.82427,-73.94428,5,66,0.91,1,242,1,0
19354,40.68683,-73.95004,1,25,2.08,1,28,1,0
19355,40.77905,-73.95275,2,8,0.54,1,3,0,1
19356,40.68402,-73.96637,4,0,0.0,1,0,1,0
19357,40.66847,-73.98893000000002,4,139,3.98,3,136,0,1
19358,40.8046,-73.9654,1,3,0.07,1,0,0,1
19359,40.76187,-73.92761999999998,2,65,4.05,1,259,0,1
19360,40.76581,-73.98745,10,1,0.61,1,170,0,1
19361,40.75088,-73.96958000000002,3,1,0.79,8,343,0,1
19362,40.68001,-73.97603000000002,3,27,2.67,1,336,0,1
19363,40.69155,-73.95714,4,36,3.34,3,202,0,1
19364,40.72486,-73.98121,1,4,4.0,1,55,0,0
19365,40.69645,-73.90223,2,1,0.04,1,0,0,1
19366,40.65924,-73.99685,1,5,0.81,2,0,0,0
19367,40.82094,-73.95622,2,14,0.33,1,155,1,0
19368,40.68395,-73.92998,5,8,2.55,2,101,0,1
19369,40.76102,-73.96555,30,2,0.05,52,365,0,1
19370,40.68932,-73.91374,1,0,0.0,1,17,1,0
19371,40.64487,-73.90080999999998,2,56,4.06,4,365,1,0
19372,40.7191,-73.98812,1,9,0.21,1,0,0,1
19373,40.73168,-74.00195,3,2,2.0,1,195,0,1
19374,40.80964,-73.94098000000002,4,35,0.52,1,16,0,1
19375,40.74451,-73.97836,1,79,4.55,1,87,0,1
19376,40.68048,-73.99322,4,8,0.24,1,0,0,1
19377,40.76945,-73.98798000000002,2,48,2.36,4,74,1,0
19378,40.79044,-73.97513000000002,3,14,0.22,1,365,1,0
19379,40.7734,-73.95357,30,6,0.11,15,332,0,1
19380,40.73716,-73.91848,1,1,0.16,2,0,1,0
19381,40.72247,-73.98435,1,5,0.12,1,0,1,0
19382,40.79097,-73.96885,4,2,1.36,1,256,0,1
19383,40.66058,-73.95825,4,2,0.04,2,0,0,1
19384,40.76793,-73.91918000000003,3,2,0.11,1,0,0,1
19385,40.70063,-73.92981,1,59,4.13,1,43,1,0
19386,40.76198,-73.99644,29,0,0.0,327,334,0,1
19387,40.6696,-73.93655,3,29,1.26,9,46,0,1
19388,40.75541,-73.93647,1,3,0.72,1,0,0,1
19389,40.7572,-73.98628000000002,10,1,1.0,1,17,0,1
19390,40.67718,-73.95852,2,1,0.1,1,0,1,0
19391,40.6949,-73.91636,7,0,0.0,2,15,1,0
19392,40.72212,-73.95696,3,63,0.71,2,87,1,0
19393,40.79469,-73.84544,5,0,0.0,1,0,1,0
19394,40.79423,-73.94740999999998,1,0,0.0,1,0,0,1
19395,40.7342,-73.95707,5,0,0.0,2,64,0,1
19396,40.68537,-73.99861,2,55,5.32,1,30,0,1
19397,40.70587,-73.92358,2,13,0.57,2,0,0,1
19398,40.67975,-73.97666,2,9,0.2,3,251,1,0
19399,40.67851,-73.97678,2,132,2.7,3,265,1,0
19400,40.6866,-73.9532,3,7,0.72,1,0,1,0
19401,40.69244000000001,-73.96500999999998,7,1,0.03,1,0,0,1
19402,40.76068,-73.99143000000002,5,0,0.0,1,0,1,0
19403,40.61363,-74.12151999999998,30,0,0.0,1,365,1,0
19404,40.76266,-73.91991999999998,2,0,0.0,1,0,0,1
19405,40.74781,-73.98769,2,2,2.0,13,292,0,1
19406,40.71328,-73.99315,19,30,0.36,1,165,1,0
19407,40.7203,-73.99172,2,18,0.87,1,0,0,1
19408,40.76373,-73.9881,2,1,0.04,1,0,0,1
19409,40.69374000000001,-73.96727,4,2,0.06,2,22,0,1
19410,40.72176,-73.95616,7,0,0.0,5,364,1,0
19411,40.6905,-73.94375,1,0,0.0,2,130,1,0
19412,40.82791,-73.94752,2,6,2.07,1,72,1,0
19413,40.76573,-73.98897,3,14,14.0,2,45,0,1
19414,40.81542,-73.94574,2,29,1.92,1,190,0,1
19415,40.81892,-73.8859,2,4,4.0,2,27,1,0
19416,40.76146,-73.9896,5,5,0.13,1,0,1,0
19417,40.76761,-73.95985999999998,7,1,0.03,1,0,0,1
19418,40.68129,-73.94251,3,10,2.78,2,5,0,1
19419,40.76135,-73.91571,3,231,3.51,1,304,1,0
19420,40.68942,-73.95428000000003,1,4,0.53,1,0,1,0
19421,40.66509,-73.98325,31,0,0.0,2,119,1,0
19422,40.86737,-73.91877,2,79,0.96,1,3,0,1
19423,40.6804,-73.93648,3,91,2.8,1,78,0,1
19424,40.67775,-73.94913000000003,4,5,0.77,1,23,0,1
19425,40.68252,-73.99619,5,6,0.06,1,0,0,1
19426,40.82079,-73.95115,1,23,0.39,1,219,0,1
19427,40.70431,-73.91584,4,17,1.88,5,80,0,0
19428,40.7193,-73.98966,5,10,0.46,1,348,1,0
19429,40.76017,-73.90945,4,29,1.48,1,0,0,1
19430,40.76796,-73.81732,1,0,0.0,1,0,0,0
19431,40.6648,-73.98044,4,1,0.02,1,0,0,1
19432,40.68241,-73.97719000000002,2,39,3.02,1,246,0,1
19433,40.78175,-73.97576,1,1,0.03,1,0,0,1
19434,40.84695,-73.93593,1,43,3.01,1,0,1,0
19435,40.7281,-73.84886,2,18,0.82,1,0,0,1
19436,40756.0,-73.99804,5,10,1.47,1,31,0,1
19437,40.77005,-73.87691,1,448,9.63,5,166,1,0
19438,40.78861,-73.94523000000002,4,0,0.0,2,35,0,1
19439,40.69786,-73.93287,3,4,0.25,1,342,1,0
19440,40.75414,-73.81536,1,0,0.0,1,365,1,0
19441,40.65973,-73.77125,1,17,3.92,7,161,1,0
19442,40.68023,-73.93585999999998,2,77,1.91,3,12,1,0
19443,40.72552,-73.95108,7,0,0.0,1,0,0,0
19444,40.80595,-73.94882,3,42,1.03,1,116,0,1
19445,40.76317,-73.91124,5,1,0.11,1,0,0,1
19446,40.71296,-74.00981999999998,1,0,0.0,1,0,0,1
19447,40.73438,-73.95863,10,1,0.3,1,0,0,1
19448,40.69207,-73.92331,3,17,0.66,2,0,0,1
19449,40.76003,-73.96969,30,0,0.0,1,177,0,1
19450,40.80129,-73.94466,1,15,3.52,1,91,0,1
19451,40.65229,-73.96551,2,31,1.67,1,24,0,1
19452,40.69251,-73.91246,1,23,3.69,1,240,1,0
19453,40.7319,-74.00489,1,4,1.4,1,5,0,1
19454,40.70024,-73924.0,3,2,0.18,3,0,1,0
19455,40589.0,-73.95675,3,3,0.28,1,189,1,0
19456,40.71671,-73.94069,7,0,0.0,1,0,1,0
19457,40.75535,-73.92609,2,4,0.09,1,0,0,1
19458,40.73487,-73.92145,5,46,1.23,1,244,0,1
19459,40.7065,-74.01019000000002,2,10,2.34,327,349,0,1
19460,40.76877,-73.9846,30,3,0.1,52,275,0,1
19461,40.74942,-73.99535999999998,1,0,0.0,20,359,1,0
19462,40.74319000000001,-73.99636,14,0,0.0,1,0,1,0
19463,40.76513,-73.96583000000003,5,14,1.22,1,92,0,1
19464,40.63992,-73.96074,7,0,0.0,1,0,1,0
19465,40.73397,-73.95442,4,4,0.06,1,0,1,0
19466,40.65749,-73.97675,4,52,0.72,1,188,0,1
19467,40.74605,-73.98634,3,1,1.0,6,353,0,0
19468,40.74301,-73.8954,1,2,0.16,1,96,1,0
19469,40.73594,-73.97946999999998,3,12,0.53,1,1,0,1
19470,40.75597,-73.99494,30,0,0.0,1,0,0,1
19471,40.77316,-73.96236999999998,1,7,0.34,1,0,0,0
19472,40.69549,-73.97144,30,6,0.11,1,187,0,1
19473,40.72341,-73.98534000000002,4,25,1.35,1,0,1,0
19474,40.76581,-73.92518000000003,30,2,0.11,1,0,0,0
19475,40.72168,-73.98418000000002,7,2,0.04,1,0,0,1
19476,40.73133,-74.00459000000002,1,74,1.86,2,243,1,0
19477,40.79477,-73.93281999999998,2,3,0.15,1,0,1,0
19478,40.70485,-73.93863,20,0,0.0,2,88,1,0
19479,40.64966,-73.96459,3,5,0.19,1,0,1,0
19480,40.71196,-73.95424,3,1,1.0,1,20,1,0
19481,40.6834,-73.93648,2,46,3.85,1,81,0,1
19482,40.71256,-73.95695,30,19,0.43,1,0,1,0
19483,40.68316,-73.96163,1,0,0.0,1,0,0,1
19484,40.71382,-73.99609,2,4,0.85,2,18,0,1
19485,40.75919,-73.99229,30,1,0.04,23,115,0,1
19486,40.81252,-73.95096,3,21,4.47,1,30,0,1
19487,40.71847,-73.98246,3,5,0.13,1,226,0,1
19488,40.72389,-73.9954,2,1,0.05,3,0,0,1
19489,40.68099,-73.96343,2,49,1.28,1,69,0,1
19490,40.69911,-73.92843,1,0,0.0,1,0,1,0
19491,40.7668,-73.98428,3,0,0.0,1,0,0,1
19492,40.70845,-74.01037,7,1,0.16,13,358,1,0
19493,40.71054,-73.95669000000002,3,35,0.71,1,18,0,1
19494,40666.0,-73.88858,2,0,0.0,1,88,1,0
19495,40.74395,-73.89984,1,0,0.0,1,138,1,0
19496,40.66059,-73.95841999999998,5,0,0.0,1,190,0,1
19497,40.72513,-73.9839,5,2,2.0,1,160,0,1
19498,40.75685,-73.99569,30,1,0.13,96,331,0,1
19499,40.7542,-73.92849,5,23,2.15,1,173,0,1
19500,40.75015,-73.97081999999997,5,41,1.2,1,333,1,0
19501,40.84707,-73.93541,1,38,0.84,2,0,1,0
19502,40.7277,-73.99006999999997,5,0,0.0,1,0,0,1
19503,40.83091,-73.94223000000002,5,38,0.44,1,253,0,1
19504,40.81332,-73.94869,1,3,0.14,3,3,1,0
19505,40.79111,-73.94466,3,25,0.96,2,127,1,0
19506,40.76135,-73.98698,3,3,1.67,3,45,1,0
19507,40.69391,-73.92469,5,23,0.84,4,337,1,0
19508,40.67921,-73.99226,3,93,2.58,1,77,0,1
19509,40.63743,-73.97229,1,10,0.83,2,365,1,0
19510,40.66252,-73.98433,2,0,0.0,1,0,0,1
19511,40.72977,-73.98841,3,85,2.87,1,208,0,1
19512,40.73419000000001,-73.98132,2,3,0.17,1,0,0,1
19513,40.70511,-73.91755,1,0,0.0,1,0,1,0
19514,40.75276,-73.93101999999998,3,48,1.72,3,332,1,0
19515,40.74599,-73.99775,6,4,0.07,1,0,1,0
19516,40.69994000000001,-73.92378000000002,5,89,2.02,2,72,0,1
19517,40.76219,-73.9237,1,2,0.12,1,0,1,0
19518,40.69934,-73.78325,2,85,3.52,1,132,0,1
19519,40.68964,-73.95259,2,11,0.53,2,0,0,1
19520,40.75166,-73.90108000000002,2,10,1.59,1,5,1,0
19521,40.71857,-73.98867,1,7,0.55,1,0,1,0
19522,40.68195,-73.95328,3,0,0.0,2,83,0,1
19523,40.81161,-73.94394,5,2,0.07,1,0,1,0
19524,40.7242,-73.97776999999998,1,0,0.0,1,0,1,0
19525,40.78941,-73.97166999999997,7,9,0.55,1,80,0,1
19526,40.72977,-73.95125,1,9,3.42,2,54,1,0
19527,40.81005,-73.9599,3,1,0.04,2,0,0,0
19528,40.7839,-73.94823000000002,2,36,1.38,1,3,1,0
19529,40.76251,-73.98392,1,0,0.0,15,292,1,0
19530,40.86914,-73.8951,3,73,2.79,4,69,1,0
19531,40.70474,-73.94423,1,8,2.79,1,80,1,0
19532,40.74037,-73.8861,1,2,0.92,3,351,1,0
19533,40.76174,-73.96366,30,0,0.0,49,364,0,1
19534,40.64402000000001,-73.96489,1,5,0.53,1,0,1,0
19535,40.68834,-73.9444,1,22,5.37,2,257,1,0
19536,40.65378,-73.72582,2,31,0.92,1,142,0,1
19537,40.73261,-74.00116,3,129,2.52,1,78,1,0
19538,40.76237,-73.96374,2,12,0.78,1,85,0,1
19539,40.76417,-73.83008000000002,1,94,3.48,2,62,1,0
19540,40.80751,-73.96619,2,5,0.15,2,0,1,0
19541,40.71032,-73.9517,1,215,4.68,1,232,1,0
19542,40.83135,-73.94442,3,114,3.19,1,165,0,1
19543,40.72882,-73.98103,3,6,6.0,1,63,0,1
19544,40.77648,-73.90987,3,13,0.28,1,219,1,0
19545,40.69502,-73.93106999999998,3,11,0.94,2,0,1,0
19546,40713.0,-73.99645,2,5,2.94,1,298,0,1
19547,40.70848,-73.94945,1,13,0.3,1,0,1,0
19548,40.69649,-73.90564,1,20,1.44,7,107,1,0
19549,40.70798,-74.00498,29,1,1.0,327,361,0,1
19550,40.7256,-73.98478,2,14,2.19,1,364,0,1
19551,40.69213,-73.92371,1,4,0.34,3,342,1,0
19552,40.59087,-73.81143,1,0,0.0,3,166,0,1
19553,40.71673,-73.94832,5,1,0.03,1,0,1,0
19554,40.60613,-74.08906999999998,4,19,0.84,7,346,1,0
19555,40.77372,-73.94986,1,6,0.12,1,0,0,1
19556,40.64716,-73.89403,2,1,1.0,2,140,0,1
19557,40.76305,-73.96704,30,2,0.14,6,156,0,1
19558,40.75031,-73.97776,7,26,1.57,1,2,0,1
19559,40.76372,-73.98355,2,0,0.0,1,0,0,0
19560,40.67954,-73.99935,2,93,2.78,2,74,1,0
19561,40.7042,-73.91693000000002,1,15,3.36,1,13,1,0
19562,40.70751,-74.01066,2,12,3.5,327,302,0,1
19563,40.83242,-73.93930999999998,20,0,0.0,1,0,1,0
19564,40.73011,-74.00198,2,6,0.59,1,0,0,1
19565,40.74669,-73.98749000000002,1,7,7.0,1,249,0,1
19566,40.72753,-73.97825,2,3,0.08,1,0,0,1
19567,40.79432,-73.97269,26,1,0.02,1,0,0,1
19568,40.76067000000001,-73.9198,2,2,2.0,1,277,0,1
19569,40.72217,-73.99481,7,3,0.06,3,0,1,0
19570,40.79005,-73.94929,4,4,0.22,2,0,0,1
19571,40.79633,-73.93605,2,0,0.0,2,353,1,0
19572,40.73813,-73.95394,3,13,0.14,28,81,1,0
19573,40.67766,-73.98191,4,22,0.37,1,13,0,1
19574,40.81102,-73.94561999999998,30,23,0.47,1,0,0,1
19575,40.68421,-73.92608,2,107,2.23,1,41,0,1
19576,40.82169,-73.93881999999998,1,52,0.66,1,0,1,0
19577,40.74647,-73.88258,3,2,0.06,1,358,1,0
19578,40.66357,-73948.0,3,6,0.66,1,0,1,0
19579,40.85845,-73.92860999999998,1,6,0.13,1,0,0,1
19580,40.74595,-73.88691,1,20,0.57,5,65,1,0
19581,40.68497,-73.9543,3,38,3.25,1,101,1,0
19582,40.77021,-73.98721,1,157,2.49,1,365,1,0
19583,40.7786,-73.95104,5,21,1.01,1,0,0,1
19584,40.80608,-73.96396999999997,10,2,0.1,1,0,0,1
19585,40.75599,-73.93415,1,76,3.56,9,229,1,0
19586,40.86774000000001,-73.92401,5,3,1.3,3,271,0,1
19587,40.72509,-73.98954,4,3,0.17,1,0,1,0
19588,40.77574,-73.95331,1,1,1.0,3,266,0,1
19589,40.67502,-73.96446999999998,3,38,1.88,2,66,1,0
19590,40.63693,-73.92241999999997,2,108,4.18,1,320,0,1
19591,40.68884,-73.92222,4,15,0.81,1,0,0,1
19592,40.68906,-73.97896999999998,1,82,2.45,1,67,1,0
19593,40.73243,-73.98906,5,51,0.81,1,88,0,1
19594,40.76476,-73.97511,1,0,0.0,2,328,0,1
19595,40.82361,-73.94599000000002,25,3,1.17,1,24,1,0
19596,40.7657,-73.92469,2,15,0.33,1,318,1,0
19597,40.69032,-73.93699000000002,1,5,0.12,1,0,1,0
19598,40.82625,-73.94791,4,0,0.0,1,113,1,0
19599,40727.0,-73.94249,1,0,0.0,1,0,1,0
19600,40.7309,-73.95969000000002,4,0,0.0,1,365,1,0
19601,40.71858,-73.95711,1,9,0.19,1,0,1,0
19602,40.81728,-73.94583,4,72,1.1,1,11,0,1
19603,40.75671,-73.96228,1,2,1.25,1,67,0,0
19604,40.72482,-73.9525,3,4,0.13,1,0,1,0
19605,40.72074,-73.9432,30,4,0.19,8,125,0,1
19606,40.73674000000001,-73.9136,3,8,0.3,1,0,1,0
19607,40.68538,-73.94637,1,0,0.0,3,364,1,0
19608,40.85963,-73.93106999999998,7,2,0.06,1,87,1,0
19609,40.86273,-73.83715,2,70,5.34,1,142,0,1
19610,40.79821,-73.96058000000002,2,33,4.88,4,114,1,0
19611,40.68942,-73.91714,2,17,6.07,2,300,0,1
19612,40.71651,-73.99053,3,2,0.03,1,0,0,1
19613,40.75413,-73.90204,2,12,2.81,1,137,0,1
19614,40.68384,-73.96042,1,4,0.08,1,0,1,0
19615,40.68069000000001,-73.8494,1,42,8.03,4,32,1,0
19616,40.86116,-73.86248,3,26,3.36,1,349,0,1
19617,40.68697,-73.9615,4,14,0.54,1,10,1,0
19618,40.75704,-73.99564000000002,4,12,0.33,1,41,0,1
19619,40.77556,-73.98416,4,38,0.74,1,222,0,1
19620,40.74239,-73.9018,3,9,2.93,1,236,0,1
19621,40.80761,-73.94305,2,0,0.0,1,6,1,0
19622,40.67265,-73.9485,2,51,0.81,1,73,1,0
19623,40.73046,-73.98589,5,8,0.85,1,51,1,0
19624,40.7146,-73.94167,1,1,0.54,2,365,0,0
19625,40.70915,-73.96479000000002,30,35,2.97,2,365,1,0
19626,40.76814,-73.95604,5,0,0.0,1,0,1,0
19627,40.70113,-73.92893000000002,3,4,0.56,3,276,1,0
19628,40.69911,-73.92441,1,6,0.14,1,0,1,0
19629,40.80669,-73.95655,4,56,1.07,2,15,1,0
19630,40.71858,-73.98968,2,7,0.23,5,365,1,0
19631,40.65167,-74.00624,1,22,2.28,4,169,1,0
19632,40.76262,-73.99283,30,3,0.08,31,210,0,1
19633,40.78965,-73.96993,1,9,0.48,1,70,0,1
19634,40.72778,-73.98305,2,246,3.3,1,216,1,0
19635,40.72423,-73.99013000000002,2,4,0.08,1,0,1,0
19636,40.72511,-74.00016,5,9,0.15,1,87,0,1
19637,40.72324,-73.98255,2,23,0.99,1,0,0,1
19638,40.73239,-73.95449,2,12,0.33,1,0,0,1
19639,40.69764,-73.91585,17,2,0.78,1,21,1,0
19640,40.66051,-73.92964,1,0,0.0,3,364,1,0
19641,40.72619,-73.95563,3,2,0.06,1,0,1,0
19642,40.77028,-73.91665,3,7,0.31,1,0,1,0
19643,40.74423,-73.97742,4,107,2.5,2,0,1,0
19644,40.69775,-73.99517,10,2,0.18,1,22,0,1
19645,40.71978,-74.00968,1,0,0.0,1,365,1,0
19646,40.75611,-73.97209000000002,1,1,0.38,11,178,1,0
19647,40.7866,-73.82207,1,14,4.77,2,5,1,0
19648,40.76372,-73.98182,1,2,2.0,5,322,1,0
19649,40.81278,-73.95156,3,3,0.39,2,0,1,0
19650,40.72866,-74.0013,2,4,0.61,1,10,0,1
19651,40.79815,-73.93475,2,3,0.13,1,0,0,1
19652,40.72952,-73.98388,7,1,0.03,1,0,0,1
19653,40.73496,-73.98723000000003,2,57,2.51,3,149,1,0
19654,40.73851,-73.99213,2,0,0.0,2,0,0,1
19655,40.69173,-73.95885,2,33,1.08,1,255,0,1
19656,40.71736,-73.95361,3,13,1.32,1,221,1,0
19657,40.6858,-73.90734,2,70,4.25,1,54,0,1
19658,40.70467,-73.86108,10,3,0.93,1,178,0,1
19659,40.62415,-73.96029,2,2,0.85,2,224,0,1
19660,40.67423,-73.92913,3,16,0.87,1,0,1,0
19661,40.72884000000001,-73.98517,25,19,0.88,1,92,0,1
19662,40.62023,-73.99103000000002,1,65,3.49,1,3,0,1
19663,40.76294,-73.99167,3,0,0.0,1,188,0,1
19664,40.71258,-73.95555999999998,2,175,3.53,1,68,0,1
19665,40.6911,-73.92125,3,43,0.71,2,0,0,1
19666,40.76236,-73.99261,1,6,0.14,1,0,0,1
19667,40.76544000000001,-73.9882,30,7,0.13,39,347,0,1
19668,40.7293,-73.95075,21,1,1.0,1,343,1,0
19669,40.79795,-73.96155999999998,4,7,0.19,1,0,0,1
19670,40.67428,-73.91986,1,2,0.3,1,73,1,0
19671,40.78127,-73.98366,3,10,1.51,1,0,0,1
19672,40.86821,-73.92251999999998,10,25,0.3,1,129,0,1
19673,40.77734,-73.95779,7,0,0.0,1,0,0,0
19674,40.72282,-73.85571,25,15,0.45,2,330,1,0
19675,40.6907,-73.96732,1,72,1.14,11,363,1,0
19676,40.71884,-73.98354,4,23,2.29,1,102,1,0
19677,40.71856,-73.98485,1,29,3.57,1,256,0,1
19678,40.65814,-73.98495,1,35,1.57,2,130,1,0
19679,40.80527,-73.95106,4,20,1.82,3,283,1,0
19680,40.74149,-73.99701,3,4,1.17,1,58,0,1
19681,40.63982,-73.96634,1,1,0.03,1,365,1,0
19682,40.63646,-74.02396,3,0,0.0,1,327,1,0
19683,40.77423,-73.96561,2,1,0.42,1,50,0,1
19684,40.68465,-73.95644,5,37,1.16,2,72,1,0
19685,40.71348,-73.99135,20,38,1.13,1,29,0,1
19686,40.74041,-73.98933000000002,3,16,0.47,1,0,0,1
19687,40.68775,-73.9521,2,145,2.26,1,250,1,0
19688,40.72171,-73.99053,5,13,0.22,1,0,0,1
19689,40.65188,-73.96410999999998,4,3,0.07,1,0,1,0
19690,40.59887,-73.9579,1,1,0.14,2,269,1,0
19691,40.7194,-73.96346,31,0,0.0,1,54,0,1
19692,40.7455,-73.99714,4,0,0.0,1,45,0,1
19693,40.58078,-73.95356,2,21,0.56,1,311,1,0
19694,40.70706,-73.94428,5,75,3.49,2,278,0,1
19695,40.69431,-73.97316,3,1,0.02,1,0,1,0
19696,40.73289000000001,-73.95203000000002,1,0,0.0,33,364,0,1
19697,40.68211,-73.92695,5,2,0.76,2,71,1,0
19698,40.68003,-73.92094,1,122,2.84,4,340,1,0
19699,40.68853,-73.85474,1,14,1.13,4,335,1,0
